,date_posted,funny,helpful,hour_played,is_early_access_review,recommendation,review,title
391434,2017-05-21,2,4,9,True,Not Recommended,"The single worst designed game I've ever played.Set aside the community for a moment as for any survival game it's bound to be toxic. The game's optimization is a joke and no ""Early Access"" excuse is going to justify that. On a GTX 1050 and FX 6300 setup that can run DOOM at 60 FPS 1080p on high Battlefield 1 at 60 FPS on Medium 1080p this game constantly stutters and runs no higher than 30 FPS on the lowest settings. My setup isn't the best but this game doesn't even look that great. Gameplay's worse. After the needlessly long loading screens the game spawns you in the complete worst places possible this game is what spawned the ""noob beach"" slang and it certainly exemplifies it. The ""Wounded"" system is one of the worst parts of dying bar none 9 times out of 10 you'll be left to die by your assailant and it will take you 1 minute to actually die. In EVERY OTHER survival game I've played once your health is zero you die and that's how it should be. The system just serves to waste your time especially since no ""suicide"" option exists to simply end the torture.The AI is also abysmal. Animals will constantly stop and turn at a 90 degree angle toward another direction. Some like bears totally ignore you even if you're in their line of sight. Traps do not serve any purpose either with the traps doing little to the animals.UI is sluggish combat is sluggish game itself runs at a sluggish framerate. This game is the definition of sluggish.If you'd like to play a survival game that's actually worth your time Minecraft (the game that popularized the damn genre) Unturned and hell even DayZ will give you bang for your buck. ""Early access"" does not excuse how terrible the game is. Avoid at all costs.",Rust
52161,2017-11-02,1,2,191,False,Recommended,A little stunt's sting!!!,Rocket League®
120854,2018-06-29,2,2,15,False,Not Recommended,Banned for no reason . Bad service.,Grand Theft Auto V
296449,2017-07-03,3,2,16,True,Not Recommended,Because I am mad at it.,PLAYERUNKNOWN'S BATTLEGROUNDS
116659,2015-04-14,6,8,186,False,Recommended,Never was in to the online side of the game But as for story mode this game delivers!,Grand Theft Auto V
292596,2017-08-22,1,2,514,True,Recommended,"This is without question my favorite game on steam atm even tho its early access the game is still a ton of fun especially with mates but solo is still enjoyable none the less.Likes The huge open map the meshing together of Hunger games with a shooter / survival game is amazing the games intense and even if you dont win all you wanna do is get straight back in.Dislikes Uhhh yo PUBG Devo's where 1st person oceania at yo??? ofcourse theres bugs here and there but thats to be expected with an ""early access"" seriously tho get oceania 1st person.....",PLAYERUNKNOWN'S BATTLEGROUNDS
122189,2017-06-18,1,3,101,False,Not Recommended,broke mods now i break their review score,Grand Theft Auto V
119502,2015-04-13,2,2,144,False,Recommended,Honestly It was worth the wait. Thank you Rockstar for making one of the best pc ports of existence. The rain runs well at a full 60 fps most of time in Very high Settings. However unpacking simulator isn't a far off synonym to this title. The game is well polished and the online servers are actually a lot better compared to the consoles. I guess this time we should thank the devs. If all else fail Vinh'll fix it.,Grand Theft Auto V
24994,2018-09-02,1,12,99,False,Not Recommended,Not recommended until connection issues get fixed.Edit. 9 Oct It seems the problem its solved. Now we need content the game isn't fun.,MONSTER HUNTER: WORLD
297683,2017-07-18,1,2,878,False,Not Recommended,"Game is bad and mostly unplayable. Devlopment team seems to make some terrible decisions.Maintenance windows are during ""Prime Time"".",PLAYERUNKNOWN'S BATTLEGROUNDS
297261,2017-03-27,2,3,777,True,Not Recommended,So poorly OptimisedThis game is incredibley fustratingly un optimised and achieves pain staking frames for example a few occasions my ping was 0 for about 1 minute and nothing happened!!! The frames can go from 40 to 3 in a matter of seconds and 40 frames is still really laggyThe game right now is unplayable not fun or enjoyable the youtubers have all the fun with their gtx1080 whilst people like me running a gtx960 can play.,PLAYERUNKNOWN'S BATTLEGROUNDS
246759,2017-11-06,1,2,684,False,Not Recommended,game is still unoptimized and it's heading to 1.0 because of the vaulting update + new map update thinking I7 3770 3.5GHz 20% CPU Usage8GB Ram 2 4GB of UsageGTX 1060running 1080p 40ps on very low + screen scale set to 70% in some forest in the middle of the map nothing but discord is running on the backgorund and the gameUpdate Looks like they implemented some optimization on the 1.0 update and I am running this game on 60fps minimum now. It's still a no for now since I'm still running the game on very low 70% screen scaleEdit 2 Cluster gaming Most of the time playing against a no recoil hackers spraying AKs at 100m nice game btw.Concept of the game is fine but the game itself sucks. 15M sold copies still server and devs niceEdit 3 Unplayable right now literally unoptimized10/30/2018 Still full of hackers can't change region anymore.,PLAYERUNKNOWN'S BATTLEGROUNDS
29101,2019-01-05,5,3,50,False,Not Recommended,Game constantly kicks you out of multiplayer games then you cannot send an sos or have anyone join you after it happens. The game is supper buggy and needs to be fixed.,MONSTER HUNTER: WORLD
62624,2017-07-09,3,2,553,False,Not Recommended,DON'T EVER BUY THIS PIECE OF It's a rigged game where you have to play against bots on a totally rigged map! You don't stand a chance to win 3 games in a row!If you'd manage to do that you will not get any promotion on ranked games!!!No matter how much better you are than the enemy team you will keep losing because the game itself helps the enemy team making their goals hit 9/10! Even if they shoot the ball backwards and the ball should go (by the rules of physics) in the direction of their goal it goes to yours instead making the enemy team get a score!!DON'T EVER BUY THIS TERRIBLE GAME!#300 hours killed into the game.. I DO know what I am talking about.,Rocket League®
136893,2015-05-09,1,5,1896,False,Recommended,一句话正版买了后悔了 国人素质看来到那都是一样 在也不敢买正版 哎中国人何时才能不丢脸 非的样老外和思密达 小本子看见乍们大陆人就排斥吗,Grand Theft Auto V
27911,2018-12-31,14,27,245,False,Not Recommended,The game is still buggy if you're okay with that go for it.But don't be shocked if something bizarre like fullscreen refusing to work 100 hours in happens like it happened to me. These random problems have happened to friends too. I'm an MH veteran and I can't believe Capcom released this game in such a buggy state on PC and refuses to fix all the issues. People say its fine now but there are still connectivity issues resolutions issues the game freezes sometimes temporarily etc..,MONSTER HUNTER: WORLD
246095,2017-12-21,2,14,12,False,Not Recommended,Can't recommend a game that took a little effort to code but failed to produce a effective enviroment to play in. Whether this is found on a number of technical issues or a number of hackers. I cannot enjoy a game that also has a high skill ceiling and floor and also has auto lose conditions built in like network problems.,PLAYERUNKNOWN'S BATTLEGROUNDS
122193,2017-12-25,1,3,2915,False,Not Recommended,do not get this game unless you want Unhappy days wasted days months and years this. and wasted data from yur home to be used up and never get it back.,Grand Theft Auto V
136417,2017-11-18,2,3,323,False,Recommended,the best game i ever played in steam period the first time i saw it in 2013 i was like dad can we get it even though i was like 7 i thought it was the best game in the world and i was right its 2017 now and i finally get to play the game and i want to thank steam for the holloween sale for the cheaper price !,Grand Theft Auto V
136441,2018-09-01,2,3,98,False,Recommended,,Grand Theft Auto V
245848,2018-08-19,39,171,915,False,Recommended,I was about to give up on this game but I guess the developers finally seem to understand what the main priority should be Fix Pubg. That said the last two updates really improved the game's optimization and I feel most netcode/ping issues are solved. And without those issues this is just the most fun and exiting game I've ever played. Period.,PLAYERUNKNOWN'S BATTLEGROUNDS
28594,2018-08-11,1,10,0,False,Not Recommended,No ultrawide support.,MONSTER HUNTER: WORLD
384147,2016-08-24,1,4,51,True,Not Recommended,NO SEXUAL ASSAULT FEATURE?! I AM DISSAPOINT IN YOU GAEM,Rust
136895,2015-09-09,2,5,1,False,Recommended,a good game p,Grand Theft Auto V
